ISOCode,Year,EnergyTypeID,ElectricityGenerationTWH,ElectricityGenerationPerPerson,ShareOfElectricityGenerated
BEL,1993,5,0.25,2.4891131170486526e-08,0.35673514
BEL,1993,6,0.0,0.0,0.0
BEL,1993,7,0.01,9.95645246819461e-10,0.014269406
BEL,1994,1,16.98,1.6863336068411516e-06,23.801516
BEL,1994,2,4.86,4.826608556683155e-07,6.8124475
BEL,1994,3,8.27,8.213179581022569e-07,11.592376
BEL,1994,4,40.62,4.034091349227772e-06,56.938606
BEL,1994,5,0.35,3.4759526642779915e-08,0.4906084
BEL,1994,6,0.0,0.0,0.0
BEL,1994,7,0.01,9.93129332650855e-10,0.014017383
BEL,1995,1,16.52,1.6364206211187016e-06,22.470078
BEL,1995,2,4.79,4.7448273457376393e-07,6.5152345
BEL,1995,3,10.18,1.0083996321421538e-06,13.846573
BEL,1995,4,41.36,4.096994969096216e-06,56.2568
BEL,1995,5,0.34,3.367935903028805e-08,0.4624592
BEL,1995,6,0.0,0.0,0.0
BEL,1995,7,0.01,9.90569383243766e-10,0.013601742
BEL,1996,1,15.55,1.5360709971027035e-06,20.694704
BEL,1996,2,4.68,4.623030396424856e-07,6.2283735
BEL,1996,3,11.01,1.087597535569181e-06,14.652649
BEL,1996,4,43.34,4.281242251731908e-06,57.679
BEL,1996,5,0.24,2.3707848186794135e-08,0.31940377
BEL,1996,6,0.0,0.0,0.0
BEL,1996,7,0.01,9.87827007783089e-10,0.013308491
BEL,1997,1,13.75,1.354029335267117e-06,17.655369
BEL,1997,2,4.58,4.510148622198833e-07,5.8808427
BEL,1997,3,11.54,1.1363998930169112e-06,14.817669
BEL,1997,4,47.41,4.668693148001019e-06,60.87571
BEL,1997,5,0.31,3.052720683147682e-08,0.39804828
BEL,1997,6,0.0,0.0,0.0
BEL,1997,7,0.01,9.847486074669942e-10,0.012840267
BEL,1998,1,14.19,1.3927411196558957e-06,17.285906
BEL,1998,2,5.93,5.82026415754719e-07,7.223779
BEL,1998,3,15.04,1.4761681775634019e-06,18.321356
BEL,1998,4,46.17,4.531561486575949e-06,56.24315
BEL,1998,5,0.39,3.827829715756162e-08,0.47508833
BEL,1998,6,0.0,0.0,0.0
BEL,1998,7,0.01,9.814947989118364e-10,0.012181752
BEL,1999,1,9.94,9.722010171335269e-07,11.922753
BEL,1999,2,4.33,4.2350406480766315e-07,5.1937146
BEL,1999,3,19.23,1.8808275210742177e-06,23.065851
BEL,1999,4,49.02,4.7944963641735905e-06,58.798126
BEL,1999,5,0.34,3.325436074702205e-08,0.40782055
BEL,1999,6,0.0,0.0,0.0
BEL,1999,7,0.01,9.780694337359427e-10,0.011994722
BEL,2000,1,12.92,1.2587254664225726e-06,15.605749
BEL,2000,2,4.68,4.559469955772167e-07,5.6528563
BEL,2000,3,15.98,1.5568446558384453e-06,19.301847
BEL,2000,4,48.16,4.691967373290333e-06,58.171276
BEL,2000,5,0.46,4.4815302984085404e-08,0.55562264
BEL,2000,6,0.0,0.0,0.0
BEL,2000,7,0.02,1.9484914340906696e-09,0.024157507
BEL,2001,1,9.94,9.64182745028275e-07,12.641485
BEL,2001,2,5.48,5.315615133556285e-07,6.9693503
BEL,2001,3,15.78,1.5306643578014266e-06,20.068676
BEL,2001,4,46.35,4.495962800006091e-06,58.946968
BEL,2001,5,0.44,4.268012151030594e-08,0.5595829
BEL,2001,6,0.0,0.0,0.0
BEL,2001,7,0.04,3.8800110463914494e-09,0.05087117
BEL,2002,1,10.03,9.685609742931556e-07,12.391895
BEL,2002,2,4.54,4.3841144798513725e-07,5.609093
BEL,2002,3,17.87,1.7256415364525118e-06,22.078083
BEL,2002,4,47.36,4.573384620391211e-06,58.512478
BEL,2002,5,0.36,3.476390336446022e-08,0.44477388
BEL,2002,6,0.0,0.0,0.0
BEL,2002,7,0.06,5.793983894076704e-09,0.074128985
BEL,2003,1,9.64,9.266958582270694e-07,11.535241
BEL,2003,2,3.74,3.59527231303863e-07,4.4752903
BEL,2003,3,21.61,2.07737525895093e-06,25.858562
BEL,2003,4,47.38,4.554652465020596e-06,56.69499
BEL,2003,5,0.25,2.4032568937423998e-08,0.2991504
BEL,2003,6,0.0,0.0,0.0
BEL,2003,7,0.09,8.651724817472639e-09,0.10769415
BEL,2004,1,9.15,8.750819134053368e-07,11.034732
BEL,2004,2,4.92,4.705358485195909e-07,5.9334297
BEL,2004,3,20.04,1.9165728464090656e-06,24.167875
BEL,2004,4,47.31,4.524603860459725e-06,57.054993
BEL,2004,5,0.32,3.060395762729047e-08,0.38591415
BEL,2004,6,0.0,0.0,0.0
BEL,2004,7,0.14,1.3389231461939581e-08,0.16883744
BEL,2005,1,8.2,7.796915825352508e-07,9.750298
BEL,2005,2,4.69,4.459455514744301e-07,5.5766945
BEL,2005,3,21.5,2.0443132956716943e-06,25.564804
BEL,2005,4,47.6,4.526014552277798e-06,56.59929
BEL,2005,5,0.29,2.757445840673448e-08,0.3448276
BEL,2005,6,0.0,0.0,0.0
BEL,2005,7,0.23,2.186939804672045e-08,0.27348396
BEL,2006,1,6.85,6.472663155994962e-07,8.2460575
BEL,2006,2,4.62,4.365504201561566e-07,5.5615745
BEL,2006,3,21.99,2.077866610223784e-06,26.471651
BEL,2006,4,46.65,4.40802534638197e-06,56.15746
BEL,2006,5,0.36,3.401691585632389e-08,0.43336946
BEL,2006,6,0.0,0.0,0.0
BEL,2006,7,0.37,3.496183018566622e-08,0.44540748
BEL,2007,1,6.47,6.073008639816897e-07,7.474584
BEL,2007,2,3.71,3.4823588954746044e-07,4.2860446
BEL,2007,3,24.66,2.314689228097136e-06,28.48891
BEL,2007,4,48.23,4.527066564116985e-06,55.71858
BEL,2007,5,0.39,3.6607007257010665e-08,0.45055455
BEL,2007,6,0.01,9.386412117182222e-10,0.01155268
BEL,2007,7,0.49,4.599341937419288e-08,0.56608135
BEL,2008,1,5.55,5.17399540586498e-07,6.7020893
BEL,2008,2,3.16,2.945914501357358e-07,3.8159645
BEL,2008,3,24.11,2.2476581844217055e-06,29.114841
BEL,2008,4,45.57,4.2482697413561645e-06,55.029587
BEL,2008,5,0.41,3.8222308403687236e-08,0.4951093
BEL,2008,6,0.04,3.729005697920706e-09,0.048303347
BEL,2008,7,0.64,5.96640911667313e-08,0.77285355
BEL,2009,1,5.18,4.795693726260505e-07,5.777381
BEL,2009,2,2.57,2.379330671136969e-07,2.866384
BEL,2009,3,29.25,2.707993079017757e-06,32.62324
BEL,2009,4,47.22,4.371672929614307e-06,52.665623
BEL,2009,5,0.33,3.0551716788918285e-08,0.3680571
BEL,2009,6,0.17,1.5738763194291236e-08,0.18960516
BEL,2009,7,0.99,9.165515036675485e-08,1.1041713
BEL,2010,1,4.2,3.861022317812146e-07,4.5224504
BEL,2010,2,3.35,3.079624943969212e-07,3.6071928
BEL,2010,3,30.84,2.8350935305077757e-06,33.20771
BEL,2010,4,47.94,4.407081188474149e-06,51.620544
BEL,2010,5,0.31,2.8498021869565842e-08,0.33379993
BEL,2010,6,0.56,5.148029757082862e-08,0.6029934
BEL,2010,7,1.29,1.1858854261851592e-07,1.3890384
BEL,2011,1,3.48,3.176416531166944e-07,3.9079168
BEL,2011,2,3.59,3.2768205019796923e-07,4.0314426
BEL,2011,3,25.44,2.322070015887559e-06,28.568218
BEL,2011,4,48.23,4.402257738453497e-06,54.160583
BEL,2011,5,0.2,1.825526742049968e-08,0.22459292
BEL,2011,6,1.17,1.0679331440992311e-07,1.3138685
BEL,2011,7,2.31,2.108483387067713e-07,2.5940483
BEL,2012,1,3.39,3.0731184628243317e-07,4.163596
BEL,2012,2,3.66,3.3178801103059157e-07,4.49521
BEL,2012,3,23.57,2.1366785300521976e-06,28.948662
BEL,2012,4,40.29,3.6523876951974136e-06,49.484158
BEL,2012,5,0.36,3.263488633087786e-08,0.4421518
BEL,2012,6,2.15,1.94902793364965e-07,2.640629
BEL,2012,7,2.76,2.502007952033969e-07,3.3898306
BEL,2013,1,3.01,2.710915532915558e-07,3.682858
BEL,2013,2,3.56,3.206265547235677e-07,4.3558054
BEL,2013,3,20.8,1.8733236905197213e-06,25.44965
BEL,2013,4,42.64,3.840313565565429e-06,52.171783
BEL,2013,5,0.38,3.4224182807571834e-08,0.46494552
BEL,2013,6,2.64,2.3776800687365695e-07,3.2301478
BEL,2013,7,3.67,3.3053355500997e-07,4.490395
BEL,2014,1,2.09,1.8699570992473913e-07,2.9461513
BEL,2014,2,3.6,3.220978735545746e-07,5.074711
BEL,2014,3,19.34,1.730381354040409e-06,27.262474
BEL,2014,4,33.7,3.0151939829969903e-06,47.504932
BEL,2014,5,0.29,2.594677314745184e-08,0.40879616
BEL,2014,6,2.89,2.585730151590891e-07,4.073865
BEL,2014,7,4.62,4.133589377283708e-07,6.5125456
BEL,2015,1,2.07,1.8402771048369416e-07,3.038755
BEL,2015,2,3.48,3.0937991907403656e-07,5.1086316
BEL,2015,3,22.02,1.957628108623645e-06,32.325306
BEL,2015,4,26.1,2.3203493930552744e-06,38.314735
BEL,2015,5,0.32,2.8448728190716008e-08,0.46975923
BEL,2015,6,3.06,2.720409633237218e-07,4.4920726
BEL,2015,7,5.57,4.951856750696505e-07,8.176746
BEL,2016,1,0.39,3.446192606644419e-08,0.46450692
BEL,2016,2,3.72,3.28713756326083e-07,4.430681
BEL,2016,3,22.08,1.951075198838686e-06,26.298237
BEL,2016,4,43.52,3.845597493363208e-06,51.834206
BEL,2016,5,0.37,3.269464780662653e-08,0.44068605
BEL,2016,6,3.1,2.739281302717358e-07,3.6922345
BEL,2016,7,5.42,4.789324084105832e-07,6.455455
BEL,2017,1,0.09,7.90549177824463e-09,0.10596962
BEL,2017,2,3.79,3.32909042661635e-07,4.4624987
BEL,2017,3,23.02,2.0220491192799044e-06,27.104675
BEL,2017,4,42.23,3.709432419947453e-06,49.7233
BEL,2017,5,0.27,2.3716475334733896e-08,0.31790888
BEL,2017,6,3.31,2.9074641984433034e-07,3.8973272
BEL,2017,7,6.52,5.727089599350555e-07,7.6769104
BEL,2018,1,0.09,7.861224579638485e-09,0.12241568
BEL,2018,2,3.67,3.2056326896970264e-07,4.9918394
BEL,2018,3,23.99,2.095453085172525e-06,32.630577
BEL,2018,4,28.6,2.4981224775295633e-06,38.90098
BEL,2018,5,0.29,2.5330612534390673e-08,0.39445052
BEL,2018,6,3.9,3.4065306511766767e-07,5.3046794
BEL,2018,7,7.57,6.612163340873704e-07,10.296518
BEL,2019,1,0.09,7.818901046507779e-09,0.097508125
BEL,2019,2,3.69,3.205749429068189e-07,3.997833
BEL,2019,3,25.54,2.2188303636423186e-06,27.670639
BEL,2019,4,43.52,3.780873039377984e-06,47.150593
BEL,2019,5,0.3,2.6063003488359262e-08,0.3250271
BEL,2019,6,4.25,3.692258827517562e-07,4.6045504
BEL,2019,7,9.75,8.470476133716761e-07,10.56338
BEL,2020,1,0.08,6.919388090833575e-09,0.09103323
BEL,2020,2,3.14,2.7158598256521783e-07,3.5730543
BEL,2020,3,26.78,2.3162651634065395e-06,30.473373
BEL,2020,4,34.43,2.9779316495925e-06,39.178425
BEL,2020,5,0.27,2.3352934806563317e-08,0.30723718
BEL,2020,6,5.11,4.4197591430199466e-07,5.8147473
BEL,2020,7,12.81,1.1079670180447263e-06,14.576696
BEL,2021,1,0.04,3.4448856194627772e-09,0.040391803
BEL,2021,2,3.41,2.9367649905920175e-07,3.443401
BEL,2021,3,22.52,1.9394706037575435e-06,22.740583
BEL,2021,4,50.33,4.334527330689039e-06,50.822983
BEL,2021,5,0.42,3.6171299004359155e-08,0.4241139
BEL,2021,6,5.62,4.840064295345202e-07,5.675048
BEL,2021,7,12.0,1.033465685838833e-06,12.11754
BLZ,2000,1,0.0,0.0,0.0
BLZ,2000,2,0.09,3.743448964312453e-07,49.999996
BLZ,2000,3,0.0,0.0,0.0
BLZ,2000,4,0.0,0.0,0.0
BLZ,2000,5,0.09,3.743448964312453e-07,49.999996
BLZ,2000,6,0.0,0.0,0.0
BLZ,2000,7,0.0,0.0,0.0
BLZ,2001,1,0.0,0.0,0.0
BLZ,2001,2,0.06,2.4182919603883777e-07,40.0
BLZ,2001,3,0.0,0.0,0.0
BLZ,2001,4,0.0,0.0,0.0
BLZ,2001,5,0.09,3.627437940582566e-07,59.999996
BLZ,2001,6,0.0,0.0,0.0
BLZ,2001,7,0.0,0.0,0.0
BLZ,2002,1,0.0,0.0,0.0
BLZ,2002,2,0.06,2.3437499999999998e-07,40.0
BLZ,2002,3,0.0,0.0,0.0
BLZ,2002,4,0.0,0.0,0.0
BLZ,2002,5,0.09,3.5156249999999997e-07,59.999996
BLZ,2002,6,0.0,0.0,0.0
BLZ,2002,7,0.0,0.0,0.0
BLZ,2003,1,0.0,0.0,0.0
BLZ,2003,2,0.11,4.1665719718491245e-07,64.70588
BLZ,2003,3,0.0,0.0,0.0
BLZ,2003,4,0.0,0.0,0.0
BLZ,2003,5,0.06,2.2726756210086134e-07,35.294117
BLZ,2003,6,0.0,0.0,0.0
BLZ,2003,7,0.0,0.0,0.0
BLZ,2004,1,0.0,0.0,0.0
BLZ,2004,2,0.1,3.674565758191526e-07,62.5
BLZ,2004,3,0.0,0.0,0.0
BLZ,2004,4,0.0,0.0,0.0
BLZ,2004,5,0.06,2.2047394549149153e-07,37.5
BLZ,2004,6,0.0,0.0,0.0
BLZ,2004,7,0.0,0.0,0.0
BLZ,2005,1,0.0,0.0,0.0
BLZ,2005,2,0.1,3.5665118800510727e-07,58.82353
BLZ,2005,3,0.0,0.0,0.0
BLZ,2005,4,0.0,0.0,0.0
BLZ,2005,5,0.07,2.496558316035751e-07,41.17647
BLZ,2005,6,0.0,0.0,0.0
BLZ,2005,7,0.0,0.0,0.0
BLZ,2006,1,0.0,0.0,0.0
BLZ,2006,2,0.05,1.7316317165665206e-07,21.73913
BLZ,2006,3,0.0,0.0,0.0
BLZ,2006,4,0.0,0.0,0.0
BLZ,2006,5,0.18,6.233874179639474e-07,78.26087
BLZ,2006,6,0.0,0.0,0.0
BLZ,2006,7,0.0,0.0,0.0
BLZ,2007,1,0.0,0.0,0.0
BLZ,2007,2,0.06,2.0189648094433715e-07,25.0
BLZ,2007,3,0.0,0.0,0.0
BLZ,2007,4,0.0,0.0,0.0
BLZ,2007,5,0.18,6.056894428330114e-07,75.0
BLZ,2007,6,0.0,0.0,0.0
BLZ,2007,7,0.0,0.0,0.0
BLZ,2008,1,0.0,0.0,0.0
BLZ,2008,2,0.03,9.813960031012114e-08,13.043478
BLZ,2008,3,0.0,0.0,0.0
BLZ,2008,4,0.0,0.0,0.0
BLZ,2008,5,0.2,6.542640020674743e-07,86.95652
BLZ,2008,6,0.0,0.0,0.0
BLZ,2008,7,0.0,0.0,0.0
BLZ,2009,1,0.0,0.0,0.0
BLZ,2009,2,0.05,1.5914545257783805e-07,20.0
BLZ,2009,3,0.0,0.0,0.0
BLZ,2009,4,0.0,0.0,0.0
BLZ,2009,5,0.19,6.047527197957845e-07,76.0
BLZ,2009,6,0.0,0.0,0.0
BLZ,2009,7,0.0,0.0,0.0
BLZ,2010,1,0.0,0.0,0.0
BLZ,2010,2,0.18,5.588066373810596e-07,36.73469
BLZ,2010,3,0.0,0.0,0.0
BLZ,2010,4,0.0,0.0,0.0
BLZ,2010,5,0.26,8.071651428837527e-07,53.061222
BLZ,2010,6,0.0,0.0,0.0
BLZ,2010,7,0.0,0.0,0.0
BLZ,2011,1,0.0,0.0,0.0
BLZ,2011,2,0.14,4.2482688304515913e-07,32.55814
BLZ,2011,3,0.0,0.0,0.0
BLZ,2011,4,0.0,0.0,0.0
BLZ,2011,5,0.25,7.586194340092127e-07,58.139534
BLZ,2011,6,0.0,0.0,0.0
BLZ,2011,7,0.0,0.0,0.0
BLZ,2012,1,0.0,0.0,0.0
BLZ,2012,2,0.2,5.933538435978604e-07,42.553192
BLZ,2012,3,0.0,0.0,0.0
BLZ,2012,4,0.0,0.0,0.0
BLZ,2012,5,0.21,6.230215357777534e-07,44.68085
BLZ,2012,6,0.0,0.0,0.0
BLZ,2012,7,0.0,0.0,0.0
BLZ,2013,1,0.0,0.0,0.0
BLZ,2013,2,0.15,4.3516732183524566e-07,33.333336
BLZ,2013,3,0.0,0.0,0.0
BLZ,2013,4,0.0,0.0,0.0
BLZ,2013,5,0.26,7.542900245144258e-07,57.77778
BLZ,2013,6,0.0,0.0,0.0
BLZ,2013,7,0.0,0.0,0.0
BLZ,2014,1,0.0,0.0,0.0
BLZ,2014,2,0.19,5.392472675773324e-07,37.2549
BLZ,2014,3,0.0,0.0,0.0
BLZ,2014,4,0.0,0.0,0.0
BLZ,2014,5,0.26,7.379173135268759e-07,50.980392
BLZ,2014,6,0.0,0.0,0.0
BLZ,2014,7,0.0,0.0,0.0
BLZ,2015,1,0.0,0.0,0.0
BLZ,2015,2,0.23,6.390948194418202e-07,42.59259
BLZ,2015,3,0.0,0.0,0.0
BLZ,2015,4,0.0,0.0,0.0
BLZ,2015,5,0.24,6.668815507218993e-07,44.444443
BLZ,2015,6,0.0,0.0,0.0
BLZ,2015,7,0.0,0.0,0.0
BLZ,2016,1,0.0,0.0,0.0
BLZ,2016,2,0.21,5.716976971472285e-07,39.622643
BLZ,2016,3,0.0,0.0,0.0
BLZ,2016,4,0.0,0.0,0.0
BLZ,2016,5,0.26,7.078161964679972e-07,49.056606
BLZ,2016,6,0.0,0.0,0.0
BLZ,2016,7,0.0,0.0,0.0
BLZ,2017,1,0.0,0.0,0.0
BLZ,2017,2,0.35,9.340756120864046e-07,46.05263
BLZ,2017,3,0.0,0.0,0.0
BLZ,2017,4,0.0,0.0,0.0
BLZ,2017,5,0.27,7.205726150380837e-07,35.526318
BLZ,2017,6,0.0,0.0,0.0
BLZ,2017,7,0.0,0.0,0.0
BLZ,2018,1,0.0,0.0,0.0
BLZ,2018,2,0.39,1.0207393293480878e-06,49.36709
BLZ,2018,3,0.0,0.0,0.0
BLZ,2018,4,0.0,0.0,0.0
BLZ,2018,5,0.25,6.54320082915441e-07,31.645569
BLZ,2018,6,0.0,0.0,0.0
BLZ,2018,7,0.0,0.0,0.0
BLZ,2019,1,0.0,0.0,0.0
BLZ,2019,2,0.41,1.053705574102487e-06,46.590908
BLZ,2019,3,0.0,0.0,0.0
BLZ,2019,4,0.0,0.0,0.0
BLZ,2019,5,0.3,7.710040786115759e-07,34.09091
BLZ,2019,6,0.01,2.5700135953719197e-08,1.1363636
BLZ,2019,7,0.0,0.0,0.0
BLZ,2020,1,0.0,0.0,0.0
BLZ,2020,2,0.38,9.621933958083817e-07,61.29032
BLZ,2020,3,0.0,0.0,0.0
BLZ,2020,4,0.0,0.0,0.0
BLZ,2020,5,0.08,2.0256703069650142e-07,12.903226
BLZ,2020,6,0.01,2.5320878837062678e-08,1.6129032
BLZ,2020,7,0.0,0.0,0.0
BLZ,2021,1,0.0,0.0,0.0
BLZ,2021,2,0.4,9.999075085554587e-07,62.5
BLZ,2021,3,0.0,0.0,0.0
BLZ,2021,4,0.0,0.0,0.0
BLZ,2021,5,0.08,1.9998150171109172e-07,12.5
BLZ,2021,6,0.01,2.4997687713886465e-08,1.5625
BLZ,2021,7,0.0,0.0,0.0
BEN,2000,1,0.0,0.0,0.0
BEN,2000,2,0.08,1.143180172911717e-08,100.0
BEN,2000,3,0.0,0.0,0.0
BEN,2000,4,0.0,0.0,0.0
BEN,2000,5,0.0,0.0,0.0
BEN,2000,6,0.0,0.0,0.0
BEN,2000,7,0.0,0.0,0.0
BEN,2001,1,0.0,0.0,0.0
BEN,2001,2,0.06,8.31941795133501e-09,100.0
BEN,2001,3,0.0,0.0,0.0
BEN,2001,4,0.0,0.0,0.0
BEN,2001,5,0.0,0.0,0.0
BEN,2001,6,0.0,0.0,0.0
BEN,2001,7,0.0,0.0,0.0
BEN,2002,1,0.0,0.0,0.0
BEN,2002,2,0.06,8.073428369246857e-09,100.0
BEN,2002,3,0.0,0.0,0.0
BEN,2002,4,0.0,0.0,0.0
BEN,2002,5,0.0,0.0,0.0
BEN,2002,6,0.0,0.0,0.0
BEN,2002,7,0.0,0.0,0.0
BEN,2003,1,0.0,0.0,0.0
BEN,2003,2,0.07,9.139322575132087e-09,100.0
BEN,2003,3,0.0,0.0,0.0
BEN,2003,4,0.0,0.0,0.0
BEN,2003,5,0.0,0.0,0.0
BEN,2003,6,0.0,0.0,0.0
BEN,2003,7,0.0,0.0,0.0
BEN,2004,1,0.0,0.0,0.0
BEN,2004,2,0.08,1.0133562892311387e-08,100.0
BEN,2004,3,0.0,0.0,0.0
BEN,2004,4,0.0,0.0,0.0
BEN,2004,5,0.0,0.0,0.0
BEN,2004,6,0.0,0.0,0.0
BEN,2004,7,0.0,0.0,0.0
BEN,2005,1,0.0,0.0,0.0
BEN,2005,2,0.1,1.2270811910540874e-08,100.0
BEN,2005,3,0.0,0.0,0.0
BEN,2005,4,0.0,0.0,0.0
BEN,2005,5,0.0,0.0,0.0
BEN,2005,6,0.0,0.0,0.0
BEN,2005,7,0.0,0.0,0.0
BEN,2006,1,0.0,0.0,0.0
BEN,2006,2,0.14,1.6661440131577775e-08,100.0
BEN,2006,3,0.0,0.0,0.0
BEN,2006,4,0.0,0.0,0.0
BEN,2006,5,0.0,0.0,0.0
BEN,2006,6,0.0,0.0,0.0
BEN,2006,7,0.0,0.0,0.0
BEN,2007,1,0.0,0.0,0.0
BEN,2007,2,0.2,2.312737366354135e-08,100.0
BEN,2007,3,0.0,0.0,0.0
BEN,2007,4,0.0,0.0,0.0
BEN,2007,5,0.0,0.0,0.0
BEN,2007,6,0.0,0.0,0.0
BEN,2007,7,0.0,0.0,0.0
BEN,2008,1,0.0,0.0,0.0
BEN,2008,2,0.21,2.3578359646782698e-08,100.0
BEN,2008,3,0.0,0.0,0.0
BEN,2008,4,0.0,0.0,0.0
BEN,2008,5,0.0,0.0,0.0
BEN,2008,6,0.0,0.0,0.0
BEN,2008,7,0.0,0.0,0.0
BEN,2009,1,0.0,0.0,0.0
BEN,2009,2,0.12,1.3082563842366443e-08,100.0
BEN,2009,3,0.0,0.0,0.0
BEN,2009,4,0.0,0.0,0.0
BEN,2009,5,0.0,0.0,0.0
BEN,2009,6,0.0,0.0,0.0
BEN,2009,7,0.0,0.0,0.0
BEN,2010,1,0.0,0.0,0.0
BEN,2010,2,0.11,1.1645490929432982e-08,100.0
BEN,2010,3,0.0,0.0,0.0
BEN,2010,4,0.0,0.0,0.0
BEN,2010,5,0.0,0.0,0.0
BEN,2010,6,0.0,0.0,0.0
BEN,2010,7,0.0,0.0,0.0
BEN,2011,1,0.0,0.0,0.0
BEN,2011,2,0.09,9.253180909454026e-09,99.99999
BEN,2011,3,0.0,0.0,0.0
BEN,2011,4,0.0,0.0,0.0
BEN,2011,5,0.0,0.0,0.0
BEN,2011,6,0.0,0.0,0.0
BEN,2011,7,0.0,0.0,0.0
BEN,2012,1,0.0,0.0,0.0
BEN,2012,2,0.05,4.99296640822074e-09,100.0
BEN,2012,3,0.0,0.0,0.0
BEN,2012,4,0.0,0.0,0.0
BEN,2012,5,0.0,0.0,0.0
BEN,2012,6,0.0,0.0,0.0
BEN,2012,7,0.0,0.0,0.0
BEN,2013,1,0.0,0.0,0.0
BEN,2013,2,0.09,8.73046437340002e-09,99.99999
BEN,2013,3,0.0,0.0,0.0
BEN,2013,4,0.0,0.0,0.0
BEN,2013,5,0.0,0.0,0.0
BEN,2013,6,0.0,0.0,0.0
BEN,2013,7,0.0,0.0,0.0
BEN,2014,1,0.0,0.0,0.0
BEN,2014,2,0.22,2.0725691237130643e-08,100.0
BEN,2014,3,0.0,0.0,0.0
BEN,2014,4,0.0,0.0,0.0
BEN,2014,5,0.0,0.0,0.0
BEN,2014,6,0.0,0.0,0.0
BEN,2014,7,0.0,0.0,0.0
BEN,2015,1,0.0,0.0,0.0
BEN,2015,2,0.3,2.744038553375803e-08,100.0
BEN,2015,3,0.0,0.0,0.0
BEN,2015,4,0.0,0.0,0.0
BEN,2015,5,0.0,0.0,0.0
BEN,2015,6,0.0,0.0,0.0
BEN,2015,7,0.0,0.0,0.0
BEN,2016,1,0.0,0.0,0.0
BEN,2016,2,0.25,2.2202307246007158e-08,100.0
BEN,2016,3,0.0,0.0,0.0
BEN,2016,4,0.0,0.0,0.0
BEN,2016,5,0.0,0.0,0.0
BEN,2016,6,0.0,0.0,0.0
BEN,2016,7,0.0,0.0,0.0
BEN,2017,1,0.0,0.0,0.0
BEN,2017,2,0.31,2.67315444123915e-08,100.0
BEN,2017,3,0.0,0.0,0.0
BEN,2017,4,0.0,0.0,0.0
BEN,2017,5,0.0,0.0,0.0
BEN,2017,6,0.0,0.0,0.0
BEN,2017,7,0.0,0.0,0.0
BEN,2018,1,0.0,0.0,0.0
BEN,2018,2,0.19,1.5911980951181373e-08,100.0
BEN,2018,3,0.0,0.0,0.0
BEN,2018,4,0.0,0.0,0.0
BEN,2018,5,0.0,0.0,0.0
BEN,2018,6,0.0,0.0,0.0
BEN,2018,7,0.0,0.0,0.0
BEN,2019,1,0.0,0.0,0.0
BEN,2019,2,0.19,1.5459166117934074e-08,95.0
BEN,2019,3,0.0,0.0,0.0
BEN,2019,4,0.0,0.0,0.0
BEN,2019,5,0.0,0.0,0.0
BEN,2019,6,0.01,8.136403219965301e-10,5.0
BEN,2019,7,0.0,0.0,0.0
BEN,2020,1,0.0,0.0,0.0
BEN,2020,2,0.22,1.7400766788516854e-08,95.652176
BEN,2020,3,0.0,0.0,0.0
BEN,2020,4,0.0,0.0,0.0
BEN,2020,5,0.0,0.0,0.0
BEN,2020,6,0.01,7.909439449325843e-10,4.347826
BEN,2020,7,0.0,0.0,0.0
BEN,2021,1,0.0,0.0,0.0
BEN,2021,2,0.23,1.7696526271916668e-08,95.833336
BEN,2021,3,0.0,0.0,0.0
BEN,2021,4,0.0,0.0,0.0
BEN,2021,5,0.0,0.0,0.0
BEN,2021,6,0.01,7.694141857355072e-10,4.166667
BEN,2021,7,0.0,0.0,0.0
BTN,2000,1,0.0,0.0,0.0
BTN,2000,2,0.0,0.0,0.0
BTN,2000,3,0.0,0.0,0.0
BTN,2000,4,0.0,0.0,0.0
BTN,2000,5,1.79,3.048313209924899e-06,100.0
BTN,2000,6,0.0,0.0,0.0
BTN,2000,7,0.0,0.0,0.0
BTN,2001,1,0.0,0.0,0.0
BTN,2001,2,0.0,0.0,0.0
BTN,2001,3,0.0,0.0,0.0
BTN,2001,4,0.0,0.0,0.0
BTN,2001,5,1.92,3.182796982310611e-06,100.0
BTN,2001,6,0.0,0.0,0.0
BTN,2001,7,0.0,0.0,0.0
BTN,2002,1,0.0,0.0,0.0
BTN,2002,2,0.0,0.0,0.0
BTN,2002,3,0.0,0.0,0.0
BTN,2002,4,0.0,0.0,0.0
BTN,2002,5,2.18,3.5214964744651124e-06,100.0
BTN,2002,6,0.0,0.0,0.0
BTN,2002,7,0.0,0.0,0.0
BTN,2003,1,0.0,0.0,0.0
BTN,2003,2,0.0,0.0,0.0
BTN,2003,3,0.0,0.0,0.0
BTN,2003,4,0.0,0.0,0.0
BTN,2003,5,2.5,3.93927218007201e-06,100.0
BTN,2003,6,0.0,0.0,0.0
BTN,2003,7,0.0,0.0,0.0
BTN,2004,1,0.0,0.0,0.0
BTN,2004,2,0.0,0.0,0.0
BTN,2004,3,0.0,0.0,0.0
BTN,2004,4,0.0,0.0,0.0
BTN,2004,5,2.33,3.5846429587919908e-06,100.0
BTN,2004,6,0.0,0.0,0.0
BTN,2004,7,0.0,0.0,0.0
BTN,2005,1,0.0,0.0,0.0
BTN,2005,2,0.0,0.0,0.0
BTN,2005,3,0.0,0.0,0.0
BTN,2005,4,0.0,0.0,0.0
BTN,2005,5,2.62,3.949756682928006e-06,100.00001
BTN,2005,6,0.0,0.0,0.0
