ISOCode,Year,NetElectricityImports,NetElectricityImportsAsShareOfDemand
AFG,2000,0.1,17.54386
AFG,2001,0.1,14.492754
AFG,2002,0.1,12.658228
AFG,2003,0.1,9.615385
AFG,2004,0.1,10.10101
AFG,2005,0.1,9.708738
AFG,2006,0.43,33.85827
AFG,2007,0.61,39.102566
AFG,2008,0.75,50.675674
AFG,2009,1.15,55.023926
AFG,2010,1.57,62.5498
AFG,2011,2.25,74.25742
AFG,2012,3.07,77.72152
AFG,2013,3.62,76.53277
AFG,2014,3.71,76.1807
AFG,2015,3.78,76.20968
AFG,2016,4.33,78.158844
AFG,2017,4.61,78.40136
AFG,2018,4.99,81.00649
AFG,2019,4.91,82.107025
AFG,2020,5.15,86.55463
AFG,2021,5.37,86.61291
ALB,1990,0.21,5.982906
ALB,1991,-1.17,-44.15094
ALB,1992,-0.51,-17.647058
ALB,1993,-0.14,-4.129793
ALB,1994,-0.19,-5.0666666
ALB,1995,-0.07,-1.590909
ALB,1996,-0.23,-3.9930553
ALB,1997,-0.13,-2.5490196
ALB,1998,0.38,6.921676
ALB,1999,0.36,6.2283735
ALB,2000,1.0,17.574692
ALB,2001,1.75,32.407406
ALB,2002,2.11,36.69565
ALB,2003,0.92,14.983714
ALB,2004,0.48,7.973422
ALB,2005,0.37,6.4236107
ALB,2006,0.61,10.79646
ALB,2007,2.83,50.0
ALB,2008,2.43,38.81789
ALB,2009,1.4,21.212122
ALB,2010,-0.95,-14.525994
ALB,2011,3.26,43.994602
ALB,2012,2.54,35.180058
ALB,2013,2.32,25.19001
ALB,2014,3.07,39.612904
ALB,2015,1.4,19.337017
ALB,2016,-0.04,-0.5221932
ALB,2017,2.91,39.377537
ALB,2018,-0.91,-12.037037
ALB,2019,2.41,31.794197
ALB,2020,2.28,30.039526
ALB,2021,-0.55,-6.5398335
DZA,2000,-0.07,-0.2938707
DZA,2001,-0.05,-0.20016013
DZA,2002,-0.02,-0.077011935
DZA,2003,0.01,0.035945363
DZA,2004,0.01,0.034013607
DZA,2005,0.08,0.25007814
DZA,2006,0.08,0.24089131
DZA,2007,0.01,0.028579593
DZA,2008,-0.05,-0.13234515
DZA,2009,-0.03,-0.082941666
DZA,2010,-0.07,-0.16305614
DZA,2011,-0.14,-0.2914845
DZA,2012,-0.05,-0.09269559
DZA,2013,-0.09,-0.1600569
DZA,2014,-0.19,-0.31556222
DZA,2015,-0.03,-0.04640371
DZA,2016,-0.25,-0.3758833
DZA,2017,-0.34,-0.4777965
DZA,2018,-0.09,-0.124965295
DZA,2019,-0.14,-0.18288699
DZA,2020,-0.06,-0.082565024
DZA,2021,-0.1,-0.12914892
ASM,2000,0.0,0.0
ASM,2001,0.0,0.0
ASM,2002,0.0,0.0
ASM,2003,0.0,0.0
ASM,2004,0.0,0.0
ASM,2005,0.0,0.0
ASM,2006,0.0,0.0
ASM,2007,0.0,0.0
ASM,2008,0.0,0.0
ASM,2009,0.0,0.0
ASM,2010,0.0,0.0
ASM,2011,0.0,0.0
ASM,2012,0.0,0.0
ASM,2013,0.0,0.0
ASM,2014,0.0,0.0
ASM,2015,0.0,0.0
ASM,2016,0.0,0.0
ASM,2017,0.0,0.0
ASM,2018,0.0,0.0
ASM,2019,0.0,0.0
ASM,2020,0.0,0.0
ASM,2021,0.0,0.0
AGO,2000,0.0,0.0
AGO,2001,0.0,0.0
AGO,2002,0.0,0.0
AGO,2003,0.0,0.0
AGO,2004,0.0,0.0
AGO,2005,0.0,0.0
AGO,2006,0.0,0.0
AGO,2007,0.0,0.0
AGO,2008,0.0,0.0
AGO,2009,0.0,0.0
AGO,2010,0.0,0.0
AGO,2011,0.0,0.0
AGO,2012,0.0,0.0
AGO,2013,0.0,0.0
AGO,2014,0.0,0.0
AGO,2015,0.0,0.0
AGO,2016,0.0,0.0
AGO,2017,0.0,0.0
AGO,2018,0.0,0.0
AGO,2019,0.0,0.0
AGO,2020,0.0,0.0
AGO,2021,0.0,0.0
ATG,2000,0.0,0.0
ATG,2001,0.0,0.0
ATG,2002,0.0,0.0
ATG,2003,0.0,0.0
ATG,2004,0.0,0.0
ATG,2005,0.0,0.0
ATG,2006,0.0,0.0
ATG,2007,0.0,0.0
ATG,2008,0.0,0.0
ATG,2009,0.0,0.0
ATG,2010,0.0,0.0
ATG,2011,0.0,0.0
ATG,2012,0.0,0.0
ATG,2013,0.0,0.0
ATG,2014,0.0,0.0
ATG,2015,0.0,0.0
ATG,2016,0.0,0.0
ATG,2017,0.0,0.0
ATG,2018,0.0,0.0
ATG,2019,0.0,0.0
ATG,2020,0.0,0.0
ATG,2021,0.0,0.0
ARG,2000,1.22,1.4108939
ARG,2001,1.76,1.9938825
ARG,2002,5.84,6.7134156
ARG,2003,5.03,5.3981543
ARG,2004,3.47,3.499042
ARG,2005,3.88,3.704411
ARG,2006,2.36,2.0743604
ARG,2007,7.6,6.4151263
ARG,2008,5.48,4.557552
ARG,2009,6.16,5.030214
ARG,2010,8.6,6.7066994
ARG,2011,9.67,7.302522
ARG,2012,7.61,5.583682
ARG,2013,7.8,5.5674515
ARG,2014,9.86,6.960327
ARG,2015,8.96,6.105622
ARG,2016,9.52,6.382837
ARG,2017,10.46,7.018721
ARG,2018,9.56,6.4015007
ARG,2019,10.69,7.4308357
ARG,2020,4.71,3.2842896
ARG,2021,2.5,1.6757154
ARG,2022,11.81,7.5953436
ARM,2000,-0.41,-7.8694816
ARM,2001,-0.37,-7.115385
ARM,2002,-0.36,-7.4226804
ARM,2003,-0.28,-5.6795135
ARM,2004,-0.75,-14.563107
ARM,2005,-0.81,-15.697675
ARM,2006,-0.4,-7.6628356
ARM,2007,-0.03,-0.5405405
ARM,2008,-0.02,-0.36697248
ARM,2009,-0.05,-0.9398496
ARM,2010,-0.81,-15.083799
ARM,2011,-1.18,-20.033955
ARM,2012,-1.6,-26.622295
ARM,2013,-1.16,-18.89251
ARM,2014,-1.11,-17.84566
ARM,2015,-1.25,-20.391518
ARM,2016,-0.95,-15.833333
ARM,2017,-1.12,-17.948719
ARM,2018,-1.42,-23.825502
ARM,2019,-0.96,-15.141955
ARM,2020,-1.01,-15.683229
ARM,2021,-0.63,-9.41704
ABW,2000,0.0,0.0
ABW,2001,0.0,0.0
ABW,2002,0.0,0.0
ABW,2003,0.0,0.0
ABW,2004,0.0,0.0
ABW,2005,0.0,0.0
ABW,2006,0.0,0.0
ABW,2007,0.0,0.0
ABW,2008,0.0,0.0
ABW,2009,0.0,0.0
ABW,2010,0.0,0.0
ABW,2011,0.0,0.0
ABW,2012,0.0,0.0
ABW,2013,0.0,0.0
ABW,2014,0.0,0.0
ABW,2015,0.0,0.0
ABW,2016,0.0,0.0
ABW,2017,0.0,0.0
ABW,2018,0.0,0.0
ABW,2019,0.0,0.0
ABW,2020,0.0,0.0
ABW,2021,0.0,0.0
AUS,2000,0.0,0.0
AUS,2001,0.0,0.0
AUS,2002,0.0,0.0
AUS,2003,0.0,0.0
AUS,2004,0.0,0.0
AUS,2005,0.0,0.0
AUS,2006,0.0,0.0
AUS,2007,0.0,0.0
AUS,2008,0.0,0.0
AUS,2009,0.0,0.0
AUS,2010,0.0,0.0
AUS,2011,0.0,0.0
AUS,2012,0.0,0.0
AUS,2013,0.0,0.0
AUS,2014,0.0,0.0
AUS,2015,0.0,0.0
AUS,2016,0.0,0.0
AUS,2017,0.0,0.0
AUS,2018,0.0,0.0
AUS,2019,0.0,0.0
AUS,2020,0.0,0.0
AUS,2021,0.0,0.0
AUS,2022,0.0,0.0
AUT,1990,-0.46,-0.94185096
AUT,1991,0.77,1.5112855
AUT,1992,0.55,1.089109
AUT,1993,-0.73,-1.4415482
AUT,1994,-0.82,-1.5987521
AUT,1995,-2.47,-4.686018
AUT,1996,0.95,1.7424798
AUT,1997,-0.77,-1.4022946
AUT,1998,-0.16,-0.28694406
AUT,1999,-1.9,-3.2747328
AUT,2000,-1.37,-2.3426812
AUT,2001,0.22,0.35900784
AUT,2002,0.7,1.1402509
AUT,2003,5.61,8.811057
AUT,2004,3.08,4.7377324
AUT,2005,2.62,3.9040382
AUT,2006,6.34,9.239288
AUT,2007,6.02,8.733498
AUT,2008,4.86,7.0069203
AUT,2009,0.78,1.1627907
AUT,2010,2.44,3.4683726
AUT,2011,8.2,11.637809
AUT,2012,2.8,3.9160838
AUT,2013,7.27,10.116894
AUT,2014,9.27,13.076598
AUT,2015,10.06,13.98971
AUT,2016,7.16,9.888137
AUT,2017,6.55,8.854941
AUT,2018,8.95,12.09623
AUT,2019,3.13,4.2303014
AUT,2020,2.2,3.081664
AUT,2021,7.54,10.122165
AUT,2022,8.7,11.659072
AZE,2000,0.52,2.860286
AZE,2001,0.23,1.2686156
AZE,2002,1.48,7.418546
AZE,2003,1.63,7.490809
AZE,2004,1.37,6.267154
AZE,2005,1.2,5.6338034
AZE,2006,0.89,3.8345542
AZE,2007,-0.24,-1.1758941
AZE,2008,-0.6,-3.0211482
AZE,2009,-0.27,-1.5349631
AZE,2010,-0.36,-2.0689657
AZE,2011,-0.68,-3.6697247
AZE,2012,-0.54,-2.5531917
AZE,2013,-0.37,-1.708218
AZE,2014,-0.37,-1.6122004
AZE,2015,-0.16,-0.69174236
AZE,2016,-0.98,-4.336283
AZE,2017,-1.17,-5.3669724
AZE,2018,-1.31,-5.819636
AZE,2019,-1.35,-5.806452
AZE,2020,-1.01,-4.3199315
AZE,2021,-1.52,-6.133979
BHS,2000,0.0,0.0
BHS,2001,0.0,0.0
BHS,2002,0.0,0.0
BHS,2003,0.0,0.0
BHS,2004,0.0,0.0
BHS,2005,0.0,0.0
BHS,2006,0.0,0.0
BHS,2007,0.0,0.0
BHS,2008,0.0,0.0
BHS,2009,0.0,0.0
BHS,2010,0.0,0.0
BHS,2011,0.0,0.0
BHS,2012,0.0,0.0
BHS,2013,0.0,0.0
BHS,2014,0.0,0.0
BHS,2015,0.0,0.0
BHS,2016,0.0,0.0
BHS,2017,0.0,0.0
BHS,2018,0.0,0.0
BHS,2019,0.0,0.0
BHS,2020,0.0,0.0
BHS,2021,0.0,0.0
BHR,2000,0.0,0.0
BHR,2001,0.0,0.0
BHR,2002,0.0,0.0
BHR,2003,0.0,0.0
BHR,2004,0.0,0.0
BHR,2005,0.0,0.0
BHR,2006,0.0,0.0
BHR,2007,0.01,0.048947625
BHR,2008,-0.19,-0.8936971
BHR,2009,0.17,0.7951357
BHR,2010,0.17,0.7535461
BHR,2011,0.12,0.5217391
BHR,2012,-0.16,-0.69174236
BHR,2013,0.02,0.082034454
BHR,2014,0.0,0.0
BHR,2015,-0.01,-0.037355248
BHR,2016,-0.02,-0.07465472
BHR,2017,0.04,0.14534883
BHR,2018,0.2,0.7147963
BHR,2019,0.2,0.6319115
BHR,2020,0.2,0.66555744
BHR,2021,0.2,0.62578225
BGD,2000,0.0,0.0
BGD,2001,0.0,0.0
BGD,2002,0.0,0.0
BGD,2003,0.0,0.0
BGD,2004,0.0,0.0
BGD,2005,0.0,0.0
BGD,2006,0.0,0.0
BGD,2007,0.0,0.0
BGD,2008,0.0,0.0
BGD,2009,0.0,0.0
BGD,2010,0.0,0.0
BGD,2011,0.0,0.0
BGD,2012,0.0,0.0
BGD,2013,0.0,0.0
BGD,2014,2.27,4.13856
BGD,2015,3.38,5.731728
BGD,2016,3.82,5.563647
BGD,2017,4.66,6.3349648
BGD,2018,4.78,6.070613
BGD,2019,6.79,7.8679023
BGD,2020,6.67,8.09466
BGD,2021,6.56,7.529844
BGD,2022,7.6,8.187891
BRB,2000,0.0,0.0
BRB,2001,0.0,0.0
BRB,2002,0.0,0.0
BRB,2003,0.0,0.0
BRB,2004,0.0,0.0
BRB,2005,0.0,0.0
BRB,2006,0.0,0.0
BRB,2007,0.0,0.0
BRB,2008,0.0,0.0
BRB,2009,0.0,0.0
BRB,2010,0.0,0.0
BRB,2011,0.0,0.0
BRB,2012,0.0,0.0
BRB,2013,0.0,0.0
BRB,2014,0.0,0.0
BRB,2015,0.0,0.0
BRB,2016,0.0,0.0
BRB,2017,0.0,0.0
BRB,2018,0.0,0.0
BRB,2019,0.0,0.0
BRB,2020,0.0,0.0
BRB,2021,0.0,0.0
BLR,2000,7.24,22.781624
BLR,2001,4.6,16.335228
BLR,2002,4.89,16.436975
BLR,2003,5.01,16.677763
BLR,2004,3.25,9.975445
BLR,2005,4.04,12.190706
BLR,2006,4.36,12.748538
BLR,2007,4.34,12.686349
BLR,2008,1.84,5.294964
BLR,2009,4.47,13.566008
BLR,2010,2.7,7.6056337
BLR,2011,5.59,15.597098
BLR,2012,7.6,20.799124
BLR,2013,6.37,17.709202
BLR,2014,3.32,9.237618
BLR,2015,2.62,7.5635104
BLR,2016,3.02,8.735898
BLR,2017,2.59,7.389444
BLR,2018,-0.99,-2.7754416
BLR,2019,-2.34,-6.6232657
BLR,2020,-0.5,-1.4001681
BLR,2021,-0.3,-0.68870527
BEL,1990,-3.72,-5.588103
BEL,1991,-1.85,-2.6680129
BEL,1992,0.13,0.18169111
BEL,1993,2.23,3.0839443
BEL,1994,3.98,5.284121
BEL,1995,4.07,5.245522
BEL,1996,4.19,5.2817345
BEL,1997,3.27,4.029575
BEL,1998,1.39,1.6650695
BEL,1999,0.85,1.0092615
BEL,2000,4.33,4.9701557
BEL,2001,9.11,10.382949
BEL,2002,7.59,8.573365
BEL,2003,6.41,7.123805
BEL,2004,7.78,8.577729
BEL,2005,6.3,6.9690266
BEL,2006,10.16,10.897779
BEL,2007,6.78,7.2637672
BEL,2008,10.6,11.347821
BEL,2009,-1.84,-2.0951948
BEL,2010,0.55,0.58873904
BEL,2011,2.54,2.7732286
BEL,2012,9.94,10.880034
BEL,2013,9.64,10.550509
BEL,2014,17.6,19.878021
BEL,2015,21.0,23.563734
BEL,2016,6.18,6.856002
BEL,2017,6.02,6.619022
BEL,2018,17.33,19.0754
BEL,2019,-1.85,-2.045329
BEL,2020,-0.33,-0.37692747
BEL,2021,-7.88,-8.64509
BEL,2022,-7.53,-8.593928
BLZ,2000,0.0,0.0
BLZ,2001,0.16,51.612904
BLZ,2002,0.18,54.545452
BLZ,2003,0.19,52.777775
BLZ,2004,0.24,60.0
BLZ,2005,0.25,59.52381
BLZ,2006,0.21,47.727272
BLZ,2007,0.22,47.826088
BLZ,2008,0.25,52.083336
BLZ,2009,0.22,46.80851
BLZ,2010,0.16,24.615385
BLZ,2011,0.17,28.333332
BLZ,2012,0.24,33.80282
BLZ,2013,0.23,33.82353
BLZ,2014,0.23,31.081081
BLZ,2015,0.25,31.645569
BLZ,2016,0.24,31.168833
BLZ,2017,0.23,23.232323
BLZ,2018,0.23,22.54902
BLZ,2019,0.38,30.15873
BLZ,2020,0.35,36.082474
BLZ,2021,0.35,35.353535
BEN,2000,0.37,82.22222
BEN,2001,0.42,87.5
BEN,2002,0.44,88.0
BEN,2003,0.52,88.1356
BEN,2004,0.58,87.878784
BEN,2005,0.6,85.714294
BEN,2006,0.59,80.82191
BEN,2007,0.58,74.35898
BEN,2008,0.66,75.86207
BEN,2009,0.87,87.878784
BEN,2010,1.01,90.17857
BEN,2011,1.01,91.81818
BEN,2012,1.1,95.652176
BEN,2013,1.08,92.3077
BEN,2014,0.94,81.034485
BEN,2015,1.05,77.77777
BEN,2016,1.09,81.343285
BEN,2017,1.11,78.169014
BEN,2018,1.29,87.16216
BEN,2019,1.09,84.496124
BEN,2020,0.64,73.56322
BEN,2021,0.64,72.72727
BMU,2000,0.0,0.0
BMU,2001,0.0,0.0
BMU,2002,0.0,0.0
BMU,2003,0.0,0.0
BMU,2004,0.0,0.0
BMU,2005,0.0,0.0
BMU,2006,0.0,0.0
BMU,2007,0.0,0.0
BMU,2008,0.0,0.0
BMU,2009,0.0,0.0
BMU,2010,0.0,0.0
BMU,2011,0.0,0.0
BMU,2012,0.0,0.0
BMU,2013,0.0,0.0
BMU,2014,0.0,0.0
BMU,2015,0.0,0.0
BMU,2016,0.0,0.0
BMU,2017,0.0,0.0
BMU,2018,0.0,0.0
BMU,2019,0.0,0.0
BMU,2020,0.0,0.0
BMU,2021,0.0,0.0
BTN,2000,-1.38,-336.58536
BTN,2001,-1.38,-255.55554
BTN,2002,-1.54,-240.625
BTN,2003,-1.83,-273.1343
BTN,2004,-1.6,-219.17807
BTN,2005,-1.7,-184.78261
BTN,2006,-2.49,-125.757576
BTN,2007,-5.35,-469.29825
BTN,2008,-5.91,-603.0612
BTN,2009,-5.34,-335.84906
BTN,2010,-5.45,-301.10498
BTN,2011,-5.23,-300.5747
BTN,2012,-4.84,-254.73685
BTN,2013,-5.45,-262.01923
BTN,2014,-4.99,-231.0185
BTN,2015,-5.6,-262.9108
BTN,2016,-5.68,-258.18182
BTN,2017,-5.61,-275.0
BTN,2018,-4.45,-182.37703
BTN,2019,-6.05,-208.62068
BTN,2020,-5.9,-193.44263
BTN,2021,-5.21,-137.46703
BOL,2000,0.02,0.5263158
BOL,2001,0.01,0.25906736
BOL,2002,0.01,0.24691357
BOL,2003,0.01,0.23923446
BOL,2004,0.0,0.0
BOL,2005,0.0,0.0
BOL,2006,0.0,0.0
BOL,2007,0.0,0.0
BOL,2008,0.0,0.0
BOL,2009,0.0,0.0
BOL,2010,0.0,0.0
BOL,2011,0.0,0.0
BOL,2012,0.0,0.0
BOL,2013,0.0,0.0
BOL,2014,0.0,0.0
BOL,2015,0.0,0.0
BOL,2016,0.0,0.0
BOL,2017,0.0,0.0
BOL,2018,0.0,0.0
BOL,2019,0.0,0.0
BOL,2020,0.0,0.0
BOL,2021,0.0,0.0
BOL,2022,0.0,0.0
BIH,2000,-0.97,-10.253699
BIH,2001,-1.09,-11.425576
BIH,2002,-1.11,-11.466942
BIH,2003,-1.0,-9.737098
BIH,2004,-1.95,-18.089054
BIH,2005,-1.38,-12.299465
BIH,2006,-2.11,-18.872986
BIH,2007,-0.6,-5.3667264
BIH,2008,-1.64,-12.58634
BIH,2009,-2.99,-23.939152
BIH,2010,-3.83,-29.23664
BIH,2011,-1.49,-10.972017
BIH,2012,-0.04,-0.29048654
BIH,2013,-3.69,-27.212389
BIH,2014,-2.84,-20.014095
BIH,2015,-2.13,-14.895105
BIH,2016,-3.76,-26.953405
BIH,2017,-1.84,-12.777778
BIH,2018,-4.61,-31.881052
BIH,2019,-3.74,-27.33918
BIH,2020,-4.05,-31.789642
BIH,2021,-4.76,-34.8718
BIH,2022,-3.0,-22.14022
BWA,2000,0.99,52.659576
BWA,2001,1.18,55.399055
BWA,2002,1.47,63.636364
BWA,2003,1.87,73.333336
BWA,2004,1.91,72.07547
BWA,2005,1.98,70.96774
BWA,2006,2.21,74.66216
BWA,2007,2.52,81.29032
BWA,2008,2.73,83.231705
BWA,2009,2.79,87.1875
BWA,2010,2.98,85.63219
BWA,2011,3.14,87.46518
BWA,2012,3.27,90.833336
BWA,2013,2.82,76.63043
BWA,2014,1.68,43.636364
BWA,2015,1.47,34.507042
BWA,2016,1.65,39.568344
BWA,2017,1.29,31.234865
BWA,2018,1.19,28.605772
BWA,2019,1.75,36.382538
BWA,2020,1.84,47.179485
BWA,2021,1.84,45.657566
BRA,2000,43.0,11.152031
BRA,2001,37.85,10.484183
BRA,2002,36.56,9.701473
BRA,2003,38.19,9.617709
BRA,2004,37.38,8.930619
BRA,2005,39.04,8.979667
BRA,2006,41.16,9.084288
BRA,2007,38.83,8.157563
BRA,2008,42.21,8.494838
BRA,2009,39.98,8.017648
BRA,2010,34.65,6.3527865
BRA,2011,35.89,6.371496
BRA,2012,40.26,6.853699
BRA,2013,40.33,6.679254
BRA,2014,33.78,5.4868836
BRA,2015,34.42,5.679961
BRA,2016,40.79,6.662964
BRA,2017,36.35,5.8865438
BRA,2018,34.98,5.560148
BRA,2019,24.96,3.8780043
BRA,2020,24.72,3.8680604
BRA,2021,23.1,3.3688693
BRA,2022,23.1,3.2812967
VGB,2000,0.0,0.0
VGB,2001,0.0,0.0
VGB,2002,0.0,0.0
VGB,2003,0.0,0.0
VGB,2004,0.0,0.0
VGB,2005,0.0,0.0
VGB,2006,0.0,0.0
VGB,2007,0.0,0.0
VGB,2008,0.0,0.0
VGB,2009,0.0,0.0
VGB,2010,0.0,0.0
VGB,2011,0.0,0.0
VGB,2012,0.0,0.0
VGB,2013,0.0,0.0
VGB,2014,0.0,0.0
VGB,2015,0.0,0.0
VGB,2016,0.0,0.0
VGB,2017,0.0,0.0
VGB,2018,0.0,0.0
VGB,2019,0.0,0.0
VGB,2020,0.0,0.0
VGB,2021,0.0,0.0
BRN,2000,0.0,0.0
BRN,2001,0.0,0.0
BRN,2002,0.0,0.0
BRN,2003,0.0,0.0
BRN,2004,0.0,0.0
BRN,2005,0.0,0.0
BRN,2006,0.0,0.0
BRN,2007,0.0,0.0
BRN,2008,0.0,0.0
BRN,2009,0.0,0.0
BRN,2010,0.0,0.0
BRN,2011,0.0,0.0
BRN,2012,0.0,0.0
BRN,2013,0.0,0.0
BRN,2014,0.0,0.0
BRN,2015,0.0,0.0
BRN,2016,0.0,0.0
BRN,2017,0.0,0.0
BRN,2018,0.0,0.0
BRN,2019,0.0,0.0
BRN,2020,0.0,0.0
BRN,2021,0.0,0.0
BGR,1990,3.79,8.295032
BGR,1991,2.12,4.9521136
BGR,1992,2.71,7.1035385
BGR,1993,0.11,0.28985506
BGR,1994,-0.07,-0.18464786
BGR,1995,-0.16,-0.38563508
BGR,1996,-0.45,-1.0655932
BGR,1997,-3.55,-9.093238
BGR,1998,-3.65,-9.656085
BGR,1999,-1.96,-5.4414215
BGR,2000,-4.62,-12.840467
BGR,2001,-6.93,-18.975903
BGR,2002,-6.3,-17.602682
BGR,2003,-5.49,-14.918479
BGR,2004,-5.88,-16.554054
BGR,2005,-7.58,-20.852821
BGR,2006,-7.74,-20.508743
BGR,2007,-4.47,-11.631537
BGR,2008,-5.34,-13.615501
BGR,2009,-5.07,-13.607087
BGR,2010,-8.45,-22.515322
BGR,2011,-10.66,-27.131584
BGR,2012,-8.31,-21.771027
BGR,2013,-6.18,-16.766142
BGR,2014,-9.46,-25.253605
BGR,2015,-10.58,-27.754461
BGR,2016,-6.37,-16.67976
BGR,2017,-5.48,-13.891001
BGR,2018,-7.81,-20.165247
BGR,2019,-5.81,-15.293498
BGR,2020,-3.41,-9.263786
BGR,2021,-8.78,-22.793354
BGR,2022,-12.19,-31.769613
BFA,2000,0.0,0.0
BFA,2001,0.07,17.948719
BFA,2002,0.11,23.404255
BFA,2003,0.07,13.461539
BFA,2004,0.1,17.54386
BFA,2005,0.13,20.967741
BFA,2006,0.14,21.21212
BFA,2007,0.12,17.142857
BFA,2008,0.14,19.444443
BFA,2009,0.14,17.5
BFA,2010,0.38,37.2549
BFA,2011,0.5,42.016804
BFA,2012,0.51,36.95652
BFA,2013,0.53,34.86842
BFA,2014,0.49,30.434782
BFA,2015,0.44,23.529411
BFA,2016,0.63,28.899082
BFA,2017,0.65,28.38428
BFA,2018,0.84,33.73494
BFA,2019,1.09,38.790035
BFA,2020,1.0,37.878788
BFA,2021,1.06,37.72242
BDI,2000,0.03,23.076923
BDI,2001,0.04,26.666666
BDI,2002,0.04,23.529411
BDI,2003,0.05,33.333332
BDI,2004,0.06,40.0
BDI,2005,0.07,43.75
BDI,2006,0.08,47.058823
BDI,2007,0.08,40.0
BDI,2008,0.08,42.105263
BDI,2009,0.09,42.857143
BDI,2010,0.09,39.130436
BDI,2011,0.1,41.666668
BDI,2012,0.1,40.0
BDI,2013,0.1,35.714287
BDI,2014,0.09,32.142857
BDI,2015,0.1,35.714287
BDI,2016,0.1,34.48276
BDI,2017,0.1,25.641027
BDI,2018,0.1,27.027027
BDI,2019,0.1,21.73913
BDI,2020,0.1,22.222223
BDI,2021,0.1,21.73913
BDI,2022,0.1,21.73913
KHM,2000,0.0,0.0
KHM,2001,0.0,0.0
KHM,2002,0.01,1.4285715
KHM,2003,0.01,1.3888888
KHM,2004,0.02,2.5641026
KHM,2005,0.03,3.2258065
KHM,2006,0.05,4.310345
KHM,2007,0.1,6.6225166
KHM,2008,0.28,16.766468
KHM,2009,0.73,38.421055
KHM,2010,1.55,62.5
KHM,2011,1.83,64.893616
KHM,2012,2.11,60.63218
KHM,2013,2.28,56.857853
KHM,2014,1.8,37.57829
KHM,2015,1.55,26.67814
KHM,2016,1.58,22.539228
KHM,2017,1.44,17.539585
KHM,2018,1.57,16.474293
KHM,2019,3.06,26.585577
KHM,2020,3.82,31.132843
KHM,2021,3.61,29.349592
CMR,2000,0.0,0.0
CMR,2001,0.0,0.0
CMR,2002,0.0,0.0
CMR,2003,0.0,0.0
CMR,2004,0.0,0.0
CMR,2005,0.0,0.0
CMR,2006,0.0,0.0
CMR,2007,0.0,0.0
CMR,2008,0.0,0.0
CMR,2009,0.0,0.0
CMR,2010,0.0,0.0
CMR,2011,0.0,0.0
CMR,2012,1.13,17.573874
CMR,2013,0.75,10.869565
CMR,2014,0.73,9.864864
CMR,2015,0.02,0.25906736
CMR,2016,0.02,0.28818443
CMR,2017,0.02,0.2544529
CMR,2018,0.02,0.24096385
CMR,2019,0.02,0.23894863
CMR,2020,0.02,0.24067387
CMR,2021,0.02,0.24783148
CAN,2000,-35.83,-6.4840117
CAN,2001,-22.3,-4.0541034
CAN,2002,-21.31,-3.787569
CAN,2003,-5.74,-1.0129709
CAN,2004,-10.53,-1.8413275
CAN,2005,-23.85,-4.0936475
CAN,2006,-19.11,-3.3320546
CAN,2007,-30.95,-5.3176866
CAN,2008,-32.16,-5.519514
CAN,2009,-33.62,-5.98732
CAN,2010,-25.7,-4.621388
CAN,2011,-36.56,-6.3585935
CAN,2012,-46.98,-8.3109255
CAN,2013,-50.88,-8.670165
CAN,2014,-47.33,-8.038929
CAN,2015,-62.18,-10.7805395
CAN,2016,-63.8,-10.979366
CAN,2017,-62.15,-10.668429
CAN,2018,-48.21,-8.203584
CAN,2019,-47.01,-8.092614
CAN,2020,-57.58,-10.1641655
CAN,2021,-38.07,-6.4758115
CAN,2022,-42.03,-7.047402
CPV,2000,0.0,0.0
CPV,2001,0.0,0.0
CPV,2002,0.0,0.0
CPV,2003,0.0,0.0
CPV,2004,0.0,0.0
CPV,2005,0.0,0.0
CPV,2006,0.0,0.0
CPV,2007,0.0,0.0
CPV,2008,0.0,0.0
CPV,2009,0.0,0.0
CPV,2010,0.0,0.0
CPV,2011,0.0,0.0
CPV,2012,0.0,0.0
CPV,2013,0.0,0.0
CPV,2014,0.0,0.0
CPV,2015,0.0,0.0
CPV,2016,0.0,0.0
CPV,2017,0.0,0.0
CPV,2018,0.0,0.0
CPV,2019,0.0,0.0
CPV,2020,0.0,0.0
CPV,2021,0.0,0.0
CYM,2000,0.0,0.0
CYM,2001,0.0,0.0
CYM,2002,0.0,0.0
CYM,2003,0.0,0.0
CYM,2004,0.0,0.0
CYM,2005,0.0,0.0
CYM,2006,0.0,0.0
CYM,2007,0.0,0.0
CYM,2008,0.0,0.0
CYM,2009,0.0,0.0
CYM,2010,0.0,0.0
CYM,2011,0.0,0.0
CYM,2012,0.0,0.0
CYM,2013,0.0,0.0
CYM,2014,0.0,0.0
CYM,2015,0.0,0.0
CYM,2016,0.0,0.0
CYM,2017,0.0,0.0
CYM,2018,0.0,0.0
CYM,2019,0.0,0.0
CYM,2020,0.0,0.0
CYM,2021,0.0,0.0
CAF,2000,0.0,0.0
CAF,2001,0.0,0.0
CAF,2002,0.0,0.0
CAF,2003,0.0,0.0
CAF,2004,0.0,0.0
CAF,2005,0.0,0.0
CAF,2006,0.0,0.0
CAF,2007,0.0,0.0
CAF,2008,0.0,0.0
CAF,2009,0.0,0.0
CAF,2010,0.0,0.0
CAF,2011,0.0,0.0
CAF,2012,0.0,0.0
CAF,2013,0.0,0.0
CAF,2014,0.0,0.0
CAF,2015,0.0,0.0
CAF,2016,0.0,0.0
