ISOCode,Year,NetElectricityImports,NetElectricityImportsAsShareOfDemand
VCT,2011,0.0,0.0
VCT,2012,0.0,0.0
VCT,2013,0.0,0.0
VCT,2014,0.0,0.0
VCT,2015,0.0,0.0
VCT,2016,0.0,0.0
VCT,2017,0.0,0.0
VCT,2018,0.0,0.0
VCT,2019,0.0,0.0
VCT,2020,0.0,0.0
VCT,2021,0.0,0.0
WSM,2000,0.0,0.0
WSM,2001,0.0,0.0
WSM,2002,0.0,0.0
WSM,2003,0.0,0.0
WSM,2004,0.0,0.0
WSM,2005,0.0,0.0
WSM,2006,0.0,0.0
WSM,2007,0.0,0.0
WSM,2008,0.0,0.0
WSM,2009,0.0,0.0
WSM,2010,0.0,0.0
WSM,2011,0.0,0.0
WSM,2012,0.0,0.0
WSM,2013,0.0,0.0
WSM,2014,0.0,0.0
WSM,2015,0.0,0.0
WSM,2016,0.0,0.0
WSM,2017,0.0,0.0
WSM,2018,0.0,0.0
WSM,2019,0.0,0.0
WSM,2020,0.0,0.0
WSM,2021,0.0,0.0
STP,2000,0.0,0.0
STP,2001,0.0,0.0
STP,2002,0.0,0.0
STP,2003,0.0,0.0
STP,2004,0.0,0.0
STP,2005,0.0,0.0
STP,2006,0.0,0.0
STP,2007,0.0,0.0
STP,2008,0.0,0.0
STP,2009,0.0,0.0
STP,2010,0.0,0.0
STP,2011,0.0,0.0
STP,2012,0.0,0.0
STP,2013,0.0,0.0
STP,2014,0.0,0.0
STP,2015,0.0,0.0
STP,2016,0.0,0.0
STP,2017,0.0,0.0
STP,2018,0.0,0.0
STP,2019,0.0,0.0
STP,2020,0.0,0.0
STP,2021,0.0,0.0
SAU,2000,0.0,0.0
SAU,2001,0.0,0.0
SAU,2002,0.0,0.0
SAU,2003,0.0,0.0
SAU,2004,0.0,0.0
SAU,2005,0.0,0.0
SAU,2006,0.0,0.0
SAU,2007,0.0,0.0
SAU,2008,0.0,0.0
SAU,2009,0.0,0.0
SAU,2010,0.0,0.0
SAU,2011,-0.07,-0.027018683
SAU,2012,-0.05,-0.017756945
SAU,2013,-0.05,-0.016968133
SAU,2014,-0.05,-0.015236935
SAU,2015,-0.05,-0.014261673
SAU,2016,-0.72,-0.20171458
SAU,2017,-0.03,-0.0075957063
SAU,2018,-0.03,-0.008005551
SAU,2019,0.3,0.07918702
SAU,2020,-0.37,-0.0972328
SAU,2021,-0.3,-0.07640587
SAU,2022,-0.3,-0.0747589
SEN,2000,0.0,0.0
SEN,2001,0.0,0.0
SEN,2002,0.0,0.0
SEN,2003,0.0,0.0
SEN,2004,0.0,0.0
SEN,2005,0.0,0.0
SEN,2006,0.0,0.0
SEN,2007,0.0,0.0
SEN,2008,0.0,0.0
SEN,2009,0.24,8.304498
SEN,2010,0.25,8.143323
SEN,2011,0.26,8.333334
SEN,2012,0.29,8.405797
SEN,2013,0.31,8.587258
SEN,2014,0.32,8.080808
SEN,2015,0.33,7.8199058
SEN,2016,0.36,7.9470196
SEN,2017,0.33,6.860707
SEN,2018,0.32,6.412826
SEN,2019,0.32,5.8287797
SEN,2020,0.36,6.4400716
SEN,2021,0.36,6.0200667
SRB,1990,-2.02,-5.466847
SRB,1991,-2.27,-6.4124293
SRB,1992,-0.4,-1.1795931
SRB,1993,-1.0,-3.4530387
SRB,1994,-1.25,-4.2272573
SRB,1995,-0.4,-1.2586532
SRB,1996,1.76,5.165835
SRB,1997,0.82,2.2771454
SRB,1998,0.45,1.2612108
SRB,1999,1.87,5.718654
SRB,2000,3.01,8.60984
SRB,2001,4.04,11.035236
SRB,2002,4.48,11.876988
SRB,2003,2.79,7.5303645
SRB,2004,-0.27,-0.731311
SRB,2005,-1.94,-5.71934
SRB,2006,-0.81,-2.3103251
SRB,2007,-0.09,-0.2508361
SRB,2008,0.07,0.18975332
SRB,2009,-1.43,-3.9415658
SRB,2010,-0.3,-0.80818975
SRB,2011,-0.28,-0.7419184
SRB,2012,0.39,1.0661563
SRB,2013,-2.54,-6.9228673
SRB,2014,1.56,4.457143
SRB,2015,-0.92,-2.508863
SRB,2016,-1.92,-5.2330337
SRB,2017,0.83,2.2269921
SRB,2018,0.12,0.32617557
SRB,2019,0.08,0.21656741
SRB,2020,-0.61,-1.6657565
SRB,2021,0.65,1.702462
SRB,2022,2.62,6.918405
SYC,2000,0.0,0.0
SYC,2001,0.0,0.0
SYC,2002,0.0,0.0
SYC,2003,0.0,0.0
SYC,2004,0.0,0.0
SYC,2005,0.0,0.0
SYC,2006,0.0,0.0
SYC,2007,0.0,0.0
SYC,2008,0.0,0.0
SYC,2009,0.0,0.0
SYC,2010,0.0,0.0
SYC,2011,0.0,0.0
SYC,2012,0.0,0.0
SYC,2013,0.0,0.0
SYC,2014,0.0,0.0
SYC,2015,0.0,0.0
SYC,2016,0.0,0.0
SYC,2017,0.0,0.0
SYC,2018,0.0,0.0
SYC,2019,0.0,0.0
SYC,2020,0.0,0.0
SYC,2021,0.0,0.0
SLE,2000,0.0,0.0
SLE,2001,0.0,0.0
SLE,2002,0.0,0.0
SLE,2003,0.0,0.0
SLE,2004,0.0,0.0
SLE,2005,0.0,0.0
SLE,2006,0.0,0.0
SLE,2007,0.0,0.0
SLE,2008,0.0,0.0
SLE,2009,0.0,0.0
SLE,2010,0.0,0.0
SLE,2011,0.0,0.0
SLE,2012,0.0,0.0
SLE,2013,0.0,0.0
SLE,2014,0.0,0.0
SLE,2015,0.0,0.0
SLE,2016,0.0,0.0
SLE,2017,0.0,0.0
SLE,2018,0.0,0.0
SLE,2019,0.0,0.0
SLE,2020,0.0,0.0
SLE,2021,0.0,0.0
SGP,2000,0.0,0.0
SGP,2001,0.0,0.0
SGP,2002,0.0,0.0
SGP,2003,0.0,0.0
SGP,2004,0.0,0.0
SGP,2005,0.0,0.0
SGP,2006,0.0,0.0
SGP,2007,0.0,0.0
SGP,2008,0.0,0.0
SGP,2009,0.0,0.0
SGP,2010,0.0,0.0
SGP,2011,0.0,0.0
SGP,2012,0.0,0.0
SGP,2013,0.0,0.0
SGP,2014,0.0,0.0
SGP,2015,0.0,0.0
SGP,2016,0.0,0.0
SGP,2017,0.0,0.0
SGP,2018,0.0,0.0
SGP,2019,0.0,0.0
SGP,2020,0.0,0.0
SGP,2021,0.0,0.0
SGP,2022,0.0,0.0
SVK,1990,5.2,16.94363
SVK,1991,4.34,15.174825
SVK,1992,3.47,12.991389
SVK,1993,1.42,5.5751867
SVK,1994,0.43,1.6602317
SVK,1995,1.38,4.962244
SVK,1996,3.52,12.146308
SVK,1997,4.05,13.922311
SVK,1998,1.29,4.7742414
SVK,1999,0.56,1.9532613
SVK,2000,-2.7,-9.615385
SVK,2001,-3.68,-13.0728245
SVK,2002,-4.16,-14.846538
SVK,2003,-2.26,-7.874564
SVK,2004,-1.86,-6.505771
SVK,2005,-3.27,-11.649448
SVK,2006,-2.33,-8.067867
SVK,2007,1.73,5.8525033
SVK,2008,0.52,1.7777778
SVK,2009,1.31,4.8161764
SVK,2010,1.04,3.6542518
SVK,2011,0.73,2.5224602
SVK,2012,0.39,1.3622075
SVK,2013,0.09,0.3154574
SVK,2014,1.1,3.9090264
SVK,2015,2.39,8.261321
SVK,2016,2.65,9.035118
SVK,2017,3.03,9.993403
SVK,2018,3.68,12.165289
SVK,2019,1.7,5.687521
SVK,2020,0.32,1.109955
SVK,2021,0.77,2.5303977
SVK,2022,1.39,4.9378333
SVN,1990,-0.99,-8.646288
SVN,1991,-2.02,-18.843283
SVN,1992,-1.81,-17.188984
SVN,1993,-1.42,-13.48528
SVN,1994,-1.93,-17.60949
SVN,1995,-1.65,-14.666667
SVN,1996,-1.66,-14.574187
SVN,1997,-1.7,-14.808363
SVN,1998,-1.92,-16.271187
SVN,1999,-1.34,-11.241611
SVN,2000,-1.32,-10.740439
SVN,2001,-1.77,-13.926043
SVN,2002,-1.13,-8.389012
SVN,2003,0.16,1.143674
SVN,2004,-0.76,-5.2377667
SVN,2005,-0.32,-2.163624
SVN,2006,0.04,0.2640264
SVN,2007,0.23,1.5062213
SVN,2008,-1.6,-10.803511
SVN,2009,-3.06,-22.95574
SVN,2010,-2.12,-14.992927
SVN,2011,-1.37,-9.415808
SVN,2012,-1.04,-7.1674705
SVN,2013,-1.29,-8.89042
SVN,2014,-2.74,-19.014574
SVN,2015,-0.05,-0.33898306
SVN,2016,-1.18,-7.840531
SVN,2017,-0.52,-3.3483582
SVN,2018,-0.5,-3.2010243
SVN,2019,-0.32,-2.0552344
SVN,2020,-2.0,-13.431833
SVN,2021,-0.27,-1.7624023
SVN,2022,1.45,9.850543
SLB,2000,0.0,0.0
SLB,2001,0.0,0.0
SLB,2002,0.0,0.0
SLB,2003,0.0,0.0
SLB,2004,0.0,0.0
SLB,2005,0.0,0.0
SLB,2006,0.0,0.0
SLB,2007,0.0,0.0
SLB,2008,0.0,0.0
SLB,2009,0.0,0.0
SLB,2010,0.0,0.0
SLB,2011,0.0,0.0
SLB,2012,0.0,0.0
SLB,2013,0.0,0.0
SLB,2014,0.0,0.0
SLB,2015,0.0,0.0
SLB,2016,0.0,0.0
SLB,2017,0.0,0.0
SLB,2018,0.0,0.0
SLB,2019,0.0,0.0
SLB,2020,0.0,0.0
SLB,2021,0.0,0.0
SOM,2000,0.0,0.0
SOM,2001,0.0,0.0
SOM,2002,0.0,0.0
SOM,2003,0.0,0.0
SOM,2004,0.0,0.0
SOM,2005,0.0,0.0
SOM,2006,0.0,0.0
SOM,2007,0.0,0.0
SOM,2008,0.0,0.0
SOM,2009,0.0,0.0
SOM,2010,0.0,0.0
SOM,2011,0.0,0.0
SOM,2012,0.0,0.0
SOM,2013,0.0,0.0
SOM,2014,0.0,0.0
SOM,2015,0.0,0.0
SOM,2016,0.0,0.0
SOM,2017,0.0,0.0
SOM,2018,0.0,0.0
SOM,2019,0.0,0.0
SOM,2020,0.0,0.0
SOM,2021,0.0,0.0
ZAF,2000,1.91,0.96279866
ZAF,2001,0.25,0.12703899
ZAF,2002,0.63,0.30850595
ZAF,2003,-3.52,-1.6392679
ZAF,2004,-5.23,-2.3452914
ZAF,2005,-4.22,-1.8755554
ZAF,2006,-3.81,-1.6366683
ZAF,2007,-3.15,-1.292785
ZAF,2008,-3.6,-1.5182186
ZAF,2009,-1.76,-0.7657501
ZAF,2010,-2.47,-1.0269417
ZAF,2011,-3.07,-1.2716955
ZAF,2012,-5.03,-2.1325307
ZAF,2013,-4.5,-1.9229947
ZAF,2014,-2.66,-1.1372381
ZAF,2015,-1.55,-0.6727431
ZAF,2016,-5.99,-2.604348
ZAF,2017,-6.63,-2.866903
ZAF,2018,-4.7,-2.0229845
ZAF,2019,-5.17,-2.2538035
ZAF,2020,-3.82,-1.751169
ZAF,2021,-4.14,-1.8898932
ZAF,2022,-2.09,-0.98808616
KOR,2000,0.0,0.0
KOR,2001,0.0,0.0
KOR,2002,0.0,0.0
KOR,2003,0.0,0.0
KOR,2004,0.0,0.0
KOR,2005,0.0,0.0
KOR,2006,0.0,0.0
KOR,2007,0.0,0.0
KOR,2008,0.0,0.0
KOR,2009,0.0,0.0
KOR,2010,0.0,0.0
KOR,2011,0.0,0.0
KOR,2012,0.0,0.0
KOR,2013,0.0,0.0
KOR,2014,0.0,0.0
KOR,2015,0.0,0.0
KOR,2016,0.0,0.0
KOR,2017,0.0,0.0
KOR,2018,0.0,0.0
KOR,2019,0.0,0.0
KOR,2020,0.0,0.0
KOR,2021,0.0,0.0
KOR,2022,0.0,0.0
SSD,2012,0.0,0.0
SSD,2013,0.0,0.0
SSD,2014,0.0,0.0
SSD,2015,0.0,0.0
SSD,2016,0.0,0.0
SSD,2017,0.0,0.0
SSD,2018,0.0,0.0
SSD,2019,0.0,0.0
SSD,2020,0.0,0.0
SSD,2021,0.0,0.0
ESP,1990,-0.42,-0.27853307
ESP,1991,-0.68,-0.4413578
ESP,1992,0.64,0.4067883
ESP,1993,1.27,0.8103107
ESP,1994,1.86,1.142787
ESP,1995,4.49,2.6397789
ESP,1996,1.06,0.6076936
ESP,1997,-3.07,-1.6499166
ESP,1998,3.4,1.7277302
ESP,1999,5.72,2.7064111
ESP,2000,4.44,1.970181
ESP,2001,3.45,1.4586504
ESP,2002,5.33,2.173381
ESP,2003,1.26,0.48731437
ESP,2004,-3.03,-1.1196512
ESP,2005,-1.34,-0.47329754
ESP,2006,-3.28,-1.1233646
ESP,2007,-5.75,-1.9440124
ESP,2008,-11.04,-3.6845443
ESP,2009,-8.1,-2.857849
ESP,2010,-8.33,-2.8741977
ESP,2011,-6.09,-2.134745
ESP,2012,-11.2,-3.9636195
ESP,2013,-6.75,-2.4571366
ESP,2014,-3.41,-1.2558465
ESP,2015,-0.13,-0.046873875
ESP,2016,7.67,2.7504842
ESP,2017,9.17,3.250966
ESP,2018,11.1,3.9226773
ESP,2019,6.86,2.469847
ESP,2020,3.28,1.2471008
ESP,2021,0.85,0.3128911
ESP,2022,-19.8,-7.4615617
LKA,2000,0.0,0.0
LKA,2001,0.0,0.0
LKA,2002,0.0,0.0
LKA,2003,0.0,0.0
LKA,2004,0.0,0.0
LKA,2005,0.0,0.0
LKA,2006,0.0,0.0
LKA,2007,0.0,0.0
LKA,2008,0.0,0.0
LKA,2009,0.0,0.0
LKA,2010,0.0,0.0
LKA,2011,0.0,0.0
LKA,2012,0.0,0.0
LKA,2013,0.0,0.0
LKA,2014,0.0,0.0
LKA,2015,0.0,0.0
LKA,2016,0.0,0.0
LKA,2017,0.0,0.0
LKA,2018,0.0,0.0
LKA,2019,0.0,0.0
LKA,2020,0.0,0.0
LKA,2021,0.0,0.0
SDN,2000,0.0,0.0
SDN,2001,0.0,0.0
SDN,2002,0.0,0.0
SDN,2003,0.0,0.0
SDN,2004,0.0,0.0
SDN,2005,0.0,0.0
SDN,2006,0.0,0.0
SDN,2007,0.0,0.0
SDN,2008,0.0,0.0
SDN,2009,0.0,0.0
SDN,2010,0.0,0.0
SDN,2011,0.0,0.0
SDN,2012,0.0,0.0
SDN,2013,0.0,0.0
SDN,2014,0.0,0.0
SDN,2015,0.0,0.0
SDN,2016,0.0,0.0
SDN,2017,0.0,0.0
SDN,2018,0.0,0.0
SDN,2019,0.0,0.0
SDN,2020,0.0,0.0
SDN,2021,0.0,0.0
SUR,2000,0.0,0.0
SUR,2001,0.0,0.0
SUR,2002,0.0,0.0
SUR,2003,0.0,0.0
SUR,2004,0.0,0.0
SUR,2005,0.0,0.0
SUR,2006,0.0,0.0
SUR,2007,0.0,0.0
SUR,2008,0.0,0.0
SUR,2009,0.0,0.0
SUR,2010,0.0,0.0
SUR,2011,0.0,0.0
SUR,2012,0.07,3.5714285
SUR,2013,0.32,14.285714
SUR,2014,0.44,18.644068
SUR,2015,0.13,6.25
SUR,2016,0.44,18.723406
SUR,2017,0.89,32.129963
SUR,2018,0.81,30.0
SUR,2019,0.82,29.602888
SUR,2020,0.8,29.411764
SUR,2021,0.8,28.368795
SWE,1990,-1.77,-1.2273767
SWE,1991,-1.29,-0.8855025
SWE,1992,-2.16,-1.5023997
SWE,1993,-0.59,-0.4078247
SWE,1994,0.26,0.18186904
SWE,1995,-1.68,-1.1459754
SWE,1996,6.14,4.183986
SWE,1997,-2.71,-1.8498293
SWE,1998,-10.7,-7.225336
SWE,1999,-7.48,-5.0760045
SWE,2000,4.68,3.121873
SWE,2001,-7.29,-4.7242565
SWE,2002,5.36,3.5249245
SWE,2003,12.83,8.656052
SWE,2004,-2.1,-1.4038371
SWE,2005,-7.39,-4.8950124
SWE,2006,6.04,4.045004
SWE,2007,1.32,0.8791794
SWE,2008,-1.96,-1.3248614
SWE,2009,4.69,3.3194141
SWE,2010,2.08,1.3817843
SWE,2011,-7.23,-5.054177
SWE,2012,-19.57,-13.324709
SWE,2013,-10.0,-6.9915404
SWE,2014,-15.62,-11.323764
SWE,2015,-22.6,-16.21234
SWE,2016,-11.73,-8.136792
SWE,2017,-18.99,-13.07491
SWE,2018,-17.22,-11.783221
SWE,2019,-26.16,-18.388866
SWE,2020,-25.0,-18.014124
SWE,2021,-25.57,-17.488543
SWE,2022,-33.22,-23.901
CHE,2000,-7.07,-11.972904
CHE,2001,-10.44,-17.22488
CHE,2002,-4.51,-7.4055834
CHE,2003,-3.11,-4.9975896
CHE,2004,-0.7,-1.1081209
CHE,2005,6.35,9.898675
CHE,2006,2.7,4.1647387
CHE,2007,-2.06,-3.2002485
CHE,2008,-1.13,-1.7144591
CHE,2009,-2.16,-3.348318
CHE,2010,0.52,0.78113264
CHE,2011,2.59,3.9560103
CHE,2012,-2.2,-3.3368723
CHE,2013,-2.4,-3.6204557
CHE,2014,-5.49,-8.499768
CHE,2015,-1.03,-1.5836408
CHE,2016,3.92,6.0289145
CHE,2017,5.55,8.447489
CHE,2018,-1.59,-2.4574962
CHE,2019,-6.26,-9.734101
CHE,2020,-5.56,-8.835214
CHE,2021,2.66,4.045012
CHE,2022,2.94,4.5092025
SYR,2000,0.0,0.0
SYR,2001,0.0,0.0
SYR,2002,0.0,0.0
SYR,2003,-0.25,-0.902853
SYR,2004,-0.55,-1.842546
SYR,2005,-0.67,-2.0666256
SYR,2006,-0.78,-2.2608695
SYR,2007,0.41,1.1102085
SYR,2008,-0.04,-0.10335917
SYR,2009,-0.07,-0.171737
SYR,2010,-0.35,-0.80570906
SYR,2011,-0.29,-0.73866534
SYR,2012,0.0,0.0
SYR,2013,-0.53,-2.2776105
SYR,2014,-0.14,-0.70140284
SYR,2015,-0.26,-1.5568862
SYR,2016,-0.07,-0.40911746
SYR,2017,-0.54,-3.206651
SYR,2018,-0.54,-3.2530122
SYR,2019,-0.35,-2.1538463
SYR,2020,-0.32,-2.0671835
SYR,2021,-0.32,-1.9464719
TWN,2000,0.0,0.0
TWN,2001,0.0,0.0
TWN,2002,0.0,0.0
TWN,2003,0.0,0.0
TWN,2004,0.0,0.0
TWN,2005,0.0,0.0
TWN,2006,0.0,0.0
TWN,2007,0.0,0.0
TWN,2008,0.0,0.0
TWN,2009,0.0,0.0
TWN,2010,0.0,0.0
TWN,2011,0.0,0.0
TWN,2012,0.0,0.0
TWN,2013,0.0,0.0
TWN,2014,0.0,0.0
TWN,2015,0.0,0.0
TWN,2016,0.0,0.0
TWN,2017,0.0,0.0
TWN,2018,0.0,0.0
TWN,2019,0.0,0.0
TWN,2020,0.0,0.0
TWN,2021,0.0,0.0
TWN,2022,0.0,0.0
TJK,2000,1.45,9.397278
TJK,2001,1.2,7.777058
TJK,2002,1.33,8.075289
TJK,2003,0.01,0.06119951
TJK,2004,0.36,2.1582735
TJK,2005,0.25,1.456028
TJK,2006,0.61,3.5118017
TJK,2007,0.1,0.5740528
TJK,2008,0.88,4.924454
TJK,2009,0.06,0.37453184
TJK,2010,0.15,0.91352016
TJK,2011,-0.03,-0.18691589
TJK,2012,-0.66,-4.0892196
TJK,2013,-0.94,-5.875
TJK,2014,-1.29,-8.775511
TJK,2015,-1.34,-8.567775
TJK,2016,-1.33,-8.471337
TJK,2017,-1.31,-7.905854
TJK,2018,-2.39,-13.984787
TJK,2019,-2.89,-16.327682
TJK,2020,-1.49,-8.1688595
TJK,2021,-1.43,-7.814208
TZA,2000,0.05,2.016129
TZA,2001,0.07,2.5089607
TZA,2002,0.08,2.768166
TZA,2003,0.09,3.3210332
TZA,2004,0.11,3.7288134
TZA,2005,0.07,2.0
TZA,2006,0.17,4.8850574
TZA,2007,0.12,2.8708136
TZA,2008,0.05,1.1600928
TZA,2009,0.06,1.2711865
TZA,2010,0.06,1.1516315
TZA,2011,0.05,0.9881423
TZA,2012,0.06,1.0849909
TZA,2013,0.06,1.0291595
TZA,2014,0.06,0.9771987
TZA,2015,0.07,1.0558069
TZA,2016,0.1,1.4144272
TZA,2017,0.11,1.5449438
TZA,2018,0.12,1.6348773
TZA,2019,0.11,1.4285715
TZA,2020,0.11,1.3546798
TZA,2021,0.12,1.4457831
THA,2000,2.82,3.0539312
THA,2001,2.71,2.752946
THA,2002,2.62,2.5143955
THA,2003,2.27,2.0404494
THA,2004,3.12,2.595458
THA,2005,3.87,3.0503664
THA,2006,4.57,3.4155457
THA,2007,3.74,2.7489893
THA,2008,1.82,1.316932
THA,2009,1.15,0.8313453
THA,2010,5.94,3.8020868
THA,2011,9.44,6.028867
THA,2012,8.62,5.199976
THA,2013,10.78,6.289382
THA,2014,10.19,5.8857503
THA,2015,12.15,6.7922626
THA,2016,18.39,9.375
THA,2017,23.32,11.369509
THA,2018,25.58,12.317027
THA,2019,22.66,10.62503
THA,2020,26.93,13.0620365
THA,2021,28.68,13.30488
THA,2022,30.71,13.858929
TGO,2000,0.28,62.222225
TGO,2001,0.38,76.0
TGO,2002,0.33,68.75
TGO,2003,0.34,66.666664
TGO,2004,0.41,69.49153
TGO,2005,0.44,70.96774
TGO,2006,0.4,65.57377
TGO,2007,0.48,72.72727
TGO,2008,0.58,82.85715
TGO,2009,0.62,81.57895
TGO,2010,0.63,78.75
TGO,2011,0.7,85.36585
TGO,2012,0.68,86.07595
TGO,2013,0.77,88.505745
TGO,2014,0.86,81.13208
TGO,2015,0.86,69.9187
TGO,2016,0.45,51.136364
TGO,2017,0.64,45.39007
TGO,2018,0.69,54.761906
TGO,2019,0.96,57.831326
TGO,2020,0.81,58.27338
TGO,2021,0.81,56.249996
TON,2000,0.0,0.0
TON,2001,0.0,0.0
TON,2002,0.0,0.0
TON,2003,0.0,0.0
TON,2004,0.0,0.0
TON,2005,0.0,0.0
TON,2006,0.0,0.0
TON,2007,0.0,0.0
TON,2008,0.0,0.0
TON,2009,0.0,0.0
TON,2010,0.0,0.0
TON,2011,0.0,0.0
TON,2012,0.0,0.0
TON,2013,0.0,0.0
TON,2014,0.0,0.0
TON,2015,0.0,0.0
TON,2016,0.0,0.0
TON,2017,0.0,0.0
TON,2018,0.0,0.0
TON,2019,0.0,0.0
TON,2020,0.0,0.0
TON,2021,0.0,0.0
TTO,2000,0.0,0.0
TTO,2001,0.0,0.0
TTO,2002,0.0,0.0
TTO,2003,0.0,0.0
TTO,2004,0.0,0.0
TTO,2005,0.0,0.0
TTO,2006,0.0,0.0
TTO,2007,0.0,0.0
TTO,2008,0.0,0.0
TTO,2009,0.0,0.0
TTO,2010,0.0,0.0
TTO,2011,0.0,0.0
TTO,2012,0.0,0.0
TTO,2013,0.0,0.0
TTO,2014,0.0,0.0
TTO,2015,0.0,0.0
TTO,2016,0.0,0.0
TTO,2017,0.0,0.0
TTO,2018,0.0,0.0
TTO,2019,0.0,0.0
TTO,2020,0.0,0.0
TTO,2021,0.0,0.0
TUN,2000,0.0,0.0
TUN,2001,0.0,0.0
TUN,2002,-0.06,-0.5420054
TUN,2003,-0.02,-0.17167382
TUN,2004,-0.03,-0.2446982
TUN,2005,0.0,0.0
TUN,2006,0.01,0.075244546
TUN,2007,-0.01,-0.077459335
TUN,2008,-0.01,-0.074074075
TUN,2009,0.04,0.27797082
TUN,2010,0.02,0.13360053
TUN,2011,-0.03,-0.19607843
TUN,2012,-0.04,-0.23866348
TUN,2013,-0.06,-0.35252643
TUN,2014,-0.09,-0.5064716
TUN,2015,-0.1,-0.5479452
TUN,2016,-0.12,-0.65323895
TUN,2017,-0.03,-0.15673982
TUN,2018,-0.1,-0.51493305
TUN,2019,-0.16,-0.7846984
TUN,2020,-0.6,-3.1612227
TUN,2021,-0.58,-2.8501227
TUN,2022,-0.58,-2.9441624
TUR,1990,-0.73,-1.2849851
TUR,1991,0.25,0.41329145
TUR,1992,-0.13,-0.19339482
TUR,1993,-0.38,-0.5174997
TUR,1994,-0.54,-0.6941767
TUR,1995,-0.7,-0.8182349
TUR,1996,-0.07,-0.07384745
TUR,1997,2.22,2.1038666
TUR,1998,3.0,2.6308866
TUR,1999,2.04,1.7218095
TUR,2000,3.35,2.6237469
TUR,2001,4.15,3.2847872
TUR,2002,3.15,2.3941627
TUR,2003,0.57,0.4068813
TUR,2004,-0.68,-0.45619214
TUR,2005,-1.16,-0.7232371
TUR,2006,-1.66,-0.95123494
TUR,2007,-1.56,-0.8217013
TUR,2008,-0.33,-0.16668351
TUR,2009,-0.73,-0.37628865
TUR,2010,-0.77,-0.36616102
TUR,2011,0.91,0.3953256
TUR,2012,2.87,1.1847265
TUR,2013,6.2,2.5196083
TUR,2014,5.26,2.0476487
TUR,2015,3.94,1.4855031
TUR,2016,4.88,1.7518038
TUR,2017,-0.58,-0.1960453
TUR,2018,-0.63,-0.20776308
TUR,2019,-0.58,-0.19191954
TUR,2020,-0.59,-0.1935505
TUR,2021,-1.85,-0.5579684
TUR,2022,2.7,0.8211429
TKM,2000,-1.0,-12.121212
TKM,2001,-1.85,-22.78325
TKM,2002,-1.06,-11.777777
TKM,2003,-1.07,-11.784142
TKM,2004,-1.17,-11.665005
TKM,2005,-1.26,-11.677479
TKM,2006,-1.34,-11.662315
TKM,2007,-1.46,-11.661342
TKM,2008,-1.48,-11.699605
TKM,2009,-1.57,-11.672863
TKM,2010,-2.41,-18.18868
TKM,2011,-2.55,-18.695015
TKM,2012,-2.72,-19.484241
TKM,2013,-2.85,-19.140362
TKM,2014,-3.21,-20.100187
TKM,2015,-3.2,-17.797554
TKM,2016,-3.2,-17.797554
TKM,2017,-3.2,-17.797554
TKM,2018,-3.2,-17.797554
TKM,2019,-3.2,-17.797554
TKM,2020,-3.2,-18.923714
TKM,2021,-3.2,-17.582417
TCA,2000,0.0,0.0
TCA,2001,0.0,0.0
TCA,2002,0.0,0.0
TCA,2003,0.0,0.0
TCA,2004,0.0,0.0
TCA,2005,0.0,0.0
TCA,2006,0.0,0.0
TCA,2007,0.0,0.0
TCA,2008,0.0,0.0
TCA,2009,0.0,0.0
TCA,2010,0.0,0.0
TCA,2011,0.0,0.0
TCA,2012,0.0,0.0
TCA,2013,0.0,0.0
TCA,2014,0.0,0.0
TCA,2015,0.0,0.0
TCA,2016,0.0,0.0
TCA,2017,0.0,0.0
TCA,2018,0.0,0.0
TCA,2019,0.0,0.0
TCA,2020,0.0,0.0
TCA,2021,0.0,0.0
UGA,2000,-0.16,-11.188811
UGA,2001,-0.16,-11.188811
UGA,2002,-0.26,-17.931034
UGA,2003,-0.21,-13.207547
UGA,2004,-0.19,-10.857142
UGA,2005,-0.06,-3.1746032
UGA,2006,0.0,0.0
UGA,2007,-0.01,-0.5102041
UGA,2008,-0.02,-0.86956525
UGA,2009,-0.05,-2.1276596
UGA,2010,-0.04,-1.5094339
UGA,2011,-0.05,-1.953125
UGA,2012,-0.06,-3.1578948
UGA,2013,-0.06,-2.3715415
UGA,2014,-0.13,-4.850746
UGA,2015,-0.07,-2.5
UGA,2016,-0.12,-3.287671
UGA,2017,-0.29,-8.01105
UGA,2018,-0.2,-4.86618
UGA,2019,-0.28,-6.91358
UGA,2020,-0.2,-4.7058825
UGA,2021,-0.2,-4.761905
UKR,1990,-28.47,-10.5385895
UKR,1991,-14.81,-5.6170826
UKR,1992,-5.09,-2.0588117
UKR,1993,-1.54,-0.67493534
UKR,1994,-1.04,-0.5156428
UKR,1995,-2.95,-1.5455546
UKR,1996,-2.02,-1.1173803
UKR,1997,-0.15,-0.08442619
UKR,1998,-0.67,-0.3895802
UKR,1999,-3.44,-2.041543
UKR,2000,-3.85,-2.2996058
UKR,2001,-3.06,-1.8026509
UKR,2002,-3.12,-1.8304489
UKR,2003,-4.94,-2.8186696
UKR,2004,-5.33,-3.0165827
UKR,2005,-8.35,-4.7026362
UKR,2006,-10.44,-5.7114725
UKR,2007,-9.17,-4.90453
UKR,2008,-6.73,-3.6211998
UKR,2009,-4.27,-2.5214052
UKR,2010,-4.06,-2.1974454
UKR,2011,-6.29,-3.33404
UKR,2012,-11.47,-6.1373
UKR,2013,-9.89,-5.3802633
UKR,2014,-8.43,-4.8506823
UKR,2015,-1.35,-0.84101665
UKR,2016,-3.75,-2.3536057
